run_id,runtime,yjit,scenario,scenario_family,benchmark_source,benchmark_source_url,server,server_capacity,adapter,workers,threads,requests,target_requests,duration_s,min_duration_s,target_warmup_requests,warmup_requests,warmup_duration_s,warmup_min_duration_s,concurrency,keep_alive,completed,errors,achieved_rps,p50_ms,p95_ms,p99_ms,p999_ms,max_ms,rss_mb_peak,rss_mb_end,cpu_pct_avg,target_sample_count,sample_count,raw_sample_count,gc_delta_scope,gc_count_delta,total_allocated_objects_delta
yjit-off/puma-response-array-1kb/raptor-3r/repeat-1,yjit-off,false,puma-response-array-1kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-3r,3,raptor,3,,1000,1000,16.12,5.0,1000,1000,16.11,2.0,5,true,1000,0,62.035,40.987,41.975,42.281,4029.316,4031.052,30.168,30.168,2.76,20,20,233,same_worker,15,719326
yjit-off/puma-response-chunk-1kb/raptor-3r/repeat-1,yjit-off,false,puma-response-chunk-1kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-3r,3,raptor,3,,1000,1000,16.133,5.0,1000,1000,16.098,2.0,5,true,1000,0,61.987,40.993,41.992,42.393,4033.177,4033.324,30.59,30.59,2.19,20,20,235,same_worker,14,715584
yjit-off/puma-response-string-1kb/raptor-3r/repeat-1,yjit-off,false,puma-response-string-1kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-3r,3,raptor,3,,1000,1000,16.111,5.0,1000,1000,16.093,2.0,5,true,1000,0,62.071,40.983,41.968,42.094,4028.43,4029.358,30.59,30.59,2.085,20,20,234,same_worker,14,717748
yjit-off/puma-response-io-1kb/raptor-3r/repeat-1,yjit-off,false,puma-response-io-1kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-3r,3,raptor,3,,1000,1000,16.116,5.0,1000,1000,16.087,2.0,5,true,1000,0,62.049,40.988,41.983,42.217,4029.0,4032.414,30.695,30.695,2.0,20,20,235,same_worker,14,727305
yjit-off/puma-response-array-10kb/raptor-3r/repeat-1,yjit-off,false,puma-response-array-10kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-3r,3,raptor,3,,1000,1000,16.127,5.0,1000,1000,16.094,2.0,5,true,1000,0,62.009,40.994,41.979,42.261,4029.706,4030.304,30.695,30.695,2.0,20,20,234,same_worker,14,718192
yjit-off/puma-response-chunk-10kb/raptor-3r/repeat-1,yjit-off,false,puma-response-chunk-10kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-3r,3,raptor,3,,1000,1000,16.119,5.0,1000,1000,16.083,2.0,5,true,1000,0,62.038,40.992,41.963,42.577,4034.262,4034.632,30.699,30.699,2.0,20,20,235,same_worker,15,716309
yjit-off/puma-response-string-10kb/raptor-3r/repeat-1,yjit-off,false,puma-response-string-10kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-3r,3,raptor,3,,1000,1000,16.11,5.0,1000,1000,16.09,2.0,5,true,1000,0,62.073,40.99,41.874,42.247,4026.509,4026.64,30.699,30.699,1.975,20,20,234,same_worker,15,719308
yjit-off/puma-response-io-10kb/raptor-3r/repeat-1,yjit-off,false,puma-response-io-10kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-3r,3,raptor,3,,1000,1000,16.108,5.0,1000,1000,16.125,2.0,5,true,1000,0,62.081,40.986,41.974,42.263,4028.125,4067.002,31.379,31.379,2.0,20,20,234,same_worker,15,744363
yjit-off/puma-response-array-100kb/raptor-3r/repeat-1,yjit-off,false,puma-response-array-100kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-3r,3,raptor,3,,1000,1000,15.15,5.0,1000,1000,14.97,2.0,5,true,1000,0,66.005,40.978,41.972,42.228,3785.613,3826.084,31.484,31.484,2.025,20,20,220,same_worker,15,719305
yjit-off/puma-response-chunk-100kb/raptor-3r/repeat-1,yjit-off,false,puma-response-chunk-100kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-3r,3,raptor,3,,1000,1000,15.271,5.0,1000,1000,14.894,2.0,5,true,1000,0,65.482,40.975,41.969,42.104,3907.651,3949.813,31.484,31.484,2.1,20,20,223,same_worker,14,714191
yjit-off/puma-response-string-100kb/raptor-3r/repeat-1,yjit-off,false,puma-response-string-100kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-3r,3,raptor,3,,17000,1000,5.001,5.0,1000,6783,2.002,2.0,5,true,17000,0,3399.123,0.828,1.387,4.579,84.728,92.777,31.832,31.832,3.265,20,20,71,same_worker,243,12223363
yjit-off/puma-response-io-100kb/raptor-3r/repeat-1,yjit-off,false,puma-response-io-100kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-3r,3,raptor,3,,1000,1000,15.492,5.0,1000,1000,15.669,2.0,5,true,1000,0,64.55,40.979,41.979,42.128,3791.316,3870.509,42.535,42.535,3.885,20,20,227,same_worker,20,926506
yjit-off/puma-response-array-256kb/raptor-3r/repeat-1,yjit-off,false,puma-response-array-256kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-3r,3,raptor,3,,1001,1000,8.424,5.0,1000,1000,9.446,2.0,5,true,1001,0,118.828,40.93,41.988,42.953,2556.608,3012.289,42.535,42.535,3.955,20,20,124,same_worker,15,717142
yjit-off/puma-response-chunk-256kb/raptor-3r/repeat-1,yjit-off,false,puma-response-chunk-256kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-3r,3,raptor,3,,1001,1000,8.407,5.0,1000,1000,8.335,2.0,5,true,1001,0,119.071,40.913,41.989,42.99,1954.201,2549.929,42.535,42.535,4.095,20,20,123,same_worker,14,715552
yjit-off/puma-response-string-256kb/raptor-3r/repeat-1,yjit-off,false,puma-response-string-256kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-3r,3,raptor,3,,11967,1000,5.002,5.0,1000,4554,2.002,2.0,5,true,11967,0,2392.308,1.17,1.816,41.773,121.078,204.971,42.535,42.535,4.835,20,20,71,same_worker,174,8606995
yjit-off/puma-response-io-256kb/raptor-3r/repeat-1,yjit-off,false,puma-response-io-256kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-3r,3,raptor,3,,1000,1000,10.09,5.0,1000,1000,9.214,2.0,5,true,1000,0,99.107,40.991,42.042,43.11,2610.667,3087.694,50.102,50.102,5.345,20,20,148,same_worker,27,1237885
