run_id,runtime,yjit,scenario,scenario_family,benchmark_source,benchmark_source_url,server,server_capacity,adapter,workers,threads,requests,target_requests,duration_s,min_duration_s,target_warmup_requests,warmup_requests,warmup_duration_s,warmup_min_duration_s,concurrency,keep_alive,completed,errors,achieved_rps,p50_ms,p95_ms,p99_ms,p999_ms,max_ms,rss_mb_peak,rss_mb_end,cpu_pct_avg,target_sample_count,sample_count,raw_sample_count,gc_delta_scope,gc_count_delta,total_allocated_objects_delta
yjit-off/puma-response-array-1kb/raptor-3r/repeat-1,yjit-off,false,puma-response-array-1kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-3r,3,raptor,3,,1000,1000,16.195,5.0,1000,1000,16.224,2.0,5,true,1000,0,61.748,41.027,42.238,43.143,4057.603,4061.613,30.313,30.313,3.685,20,20,224,same_worker,18,717949
yjit-off/puma-response-chunk-1kb/raptor-3r/repeat-1,yjit-off,false,puma-response-chunk-1kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-3r,3,raptor,3,,1000,1000,16.13,5.0,1000,1000,16.178,2.0,5,true,1000,0,61.995,40.986,42.024,42.414,4040.803,4051.174,30.656,30.656,2.985,20,20,224,same_worker,18,718112
yjit-off/puma-response-string-1kb/raptor-3r/repeat-1,yjit-off,false,puma-response-string-1kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-3r,3,raptor,3,,1000,1000,16.144,5.0,1000,1000,16.161,2.0,5,true,1000,0,61.941,40.99,42.067,42.527,4035.759,4045.899,30.684,30.684,2.79,20,20,224,same_worker,18,718399
yjit-off/puma-response-io-1kb/raptor-3r/repeat-1,yjit-off,false,puma-response-io-1kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-3r,3,raptor,3,,1000,1000,16.152,5.0,1000,1000,16.115,2.0,5,true,1000,0,61.914,40.999,42.138,42.773,4052.335,4054.535,30.766,30.766,2.7,20,20,224,same_worker,18,726989
yjit-off/puma-response-array-10kb/raptor-3r/repeat-1,yjit-off,false,puma-response-array-10kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-3r,3,raptor,3,,1000,1000,16.169,5.0,1000,1000,16.117,2.0,5,true,1000,0,61.848,41.004,42.19,42.637,4082.354,4084.085,30.766,30.766,2.7,20,20,224,same_worker,18,718550
yjit-off/puma-response-chunk-10kb/raptor-3r/repeat-1,yjit-off,false,puma-response-chunk-10kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-3r,3,raptor,3,,1000,1000,16.227,5.0,1000,1000,16.159,2.0,5,true,1000,0,61.626,41.042,42.42,42.959,4088.042,4088.428,30.766,30.766,2.7,20,20,224,same_worker,18,715464
yjit-off/puma-response-string-10kb/raptor-3r/repeat-1,yjit-off,false,puma-response-string-10kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-3r,3,raptor,3,,1000,1000,16.147,5.0,1000,1000,16.102,2.0,5,true,1000,0,61.932,40.988,42.079,42.657,4050.695,4052.787,30.766,30.766,2.7,20,20,224,same_worker,17,717067
yjit-off/puma-response-io-10kb/raptor-3r/repeat-1,yjit-off,false,puma-response-io-10kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-3r,3,raptor,3,,1000,1000,16.169,5.0,1000,1000,16.104,2.0,5,true,1000,0,61.846,41.004,42.211,42.92,4080.608,4085.34,31.875,31.875,2.7,20,20,225,same_worker,18,746132
yjit-off/puma-response-array-100kb/raptor-3r/repeat-1,yjit-off,false,puma-response-array-100kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-3r,3,raptor,3,,1000,1000,15.63,5.0,1000,1000,14.496,2.0,5,true,1000,0,63.98,40.978,41.972,42.285,3918.489,3993.089,31.875,31.875,2.835,20,20,218,same_worker,18,718787
yjit-off/puma-response-chunk-100kb/raptor-3r/repeat-1,yjit-off,false,puma-response-chunk-100kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-3r,3,raptor,3,,1000,1000,15.107,5.0,1000,1000,15.692,2.0,5,true,1000,0,66.196,40.976,41.972,42.808,3869.013,3882.852,31.875,31.875,2.97,20,20,210,same_worker,17,714313
yjit-off/puma-response-string-100kb/raptor-3r/repeat-1,yjit-off,false,puma-response-string-100kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-3r,3,raptor,3,,10709,1000,5.001,5.0,1000,4452,2.002,2.0,5,true,10709,0,2141.163,1.348,1.962,3.393,139.066,149.435,32.055,32.055,4.195,20,20,67,same_worker,189,7700702
yjit-off/puma-response-io-100kb/raptor-3r/repeat-1,yjit-off,false,puma-response-io-100kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-3r,3,raptor,3,,1000,1000,15.014,5.0,1000,1000,15.052,2.0,5,true,1000,0,66.605,40.985,42.01,42.955,3808.474,3847.281,40.727,40.727,4.9,20,20,209,same_worker,23,924683
yjit-off/puma-response-array-256kb/raptor-3r/repeat-1,yjit-off,false,puma-response-array-256kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-3r,3,raptor,3,,1000,1000,15.385,5.0,1000,1000,15.482,2.0,5,true,1000,0,64.996,41.955,42.926,43.167,3753.861,3869.688,40.727,40.727,5.045,20,20,214,same_worker,18,718250
yjit-off/puma-response-chunk-256kb/raptor-3r/repeat-1,yjit-off,false,puma-response-chunk-256kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-3r,3,raptor,3,,1000,1000,15.037,5.0,1000,1000,14.642,2.0,5,true,1000,0,66.501,41.965,42.988,44.302,3767.887,3964.535,40.727,40.727,5.225,20,20,208,same_worker,18,714366
