run_id,runtime,yjit,scenario,scenario_family,benchmark_source,benchmark_source_url,server,server_capacity,adapter,workers,threads,requests,target_requests,duration_s,min_duration_s,target_warmup_requests,warmup_requests,warmup_duration_s,warmup_min_duration_s,concurrency,keep_alive,completed,errors,achieved_rps,p50_ms,p95_ms,p99_ms,p999_ms,max_ms,rss_mb_peak,rss_mb_end,cpu_pct_avg,target_sample_count,sample_count,raw_sample_count,gc_delta_scope,gc_count_delta,total_allocated_objects_delta
yjit-off/puma-response-array-1kb/raptor-12r/repeat-1,yjit-off,false,puma-response-array-1kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-12r,12,raptor,12,,1691,1000,6.165,5.0,1000,1000,4.266,2.0,19,true,1691,0,274.302,40.998,42.583,45.394,4056.028,4061.792,33.801,33.801,10.865,20,20,92,same_worker,30,1217006
yjit-off/puma-response-chunk-1kb/raptor-12r/repeat-1,yjit-off,false,puma-response-chunk-1kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-12r,12,raptor,12,,1691,1000,6.156,5.0,1000,1000,4.269,2.0,19,true,1691,0,274.693,40.989,42.342,44.525,4042.904,4048.672,34.227,34.227,9.205,20,20,92,same_worker,26,1212514
yjit-off/puma-response-string-1kb/raptor-12r/repeat-1,yjit-off,false,puma-response-string-1kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-12r,12,raptor,12,,1691,1000,6.166,5.0,1000,1000,4.263,2.0,19,true,1691,0,274.228,40.995,42.542,44.369,4050.884,4054.263,34.352,34.352,8.705,20,20,92,same_worker,23,1211878
yjit-off/puma-response-io-1kb/raptor-12r/repeat-1,yjit-off,false,puma-response-io-1kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-12r,12,raptor,12,,1691,1000,6.171,5.0,1000,1000,4.298,2.0,19,true,1691,0,274.006,40.994,42.769,44.816,4064.367,4067.355,34.902,34.902,8.64,20,20,92,same_worker,26,1231288
yjit-off/puma-response-array-10kb/raptor-12r/repeat-1,yjit-off,false,puma-response-array-10kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-12r,12,raptor,12,,1691,1000,6.161,5.0,1000,1000,4.308,2.0,19,true,1691,0,274.475,40.991,42.553,46.368,4054.181,4055.727,35.02,35.02,8.535,20,20,92,same_worker,20,1220925
yjit-off/puma-response-chunk-10kb/raptor-12r/repeat-1,yjit-off,false,puma-response-chunk-10kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-12r,12,raptor,12,,1693,1000,6.153,5.0,1000,1000,4.285,2.0,19,true,1693,0,275.152,40.985,42.201,44.295,4041.68,4044.239,35.113,35.113,8.47,20,20,92,same_worker,20,1216031
yjit-off/puma-response-string-10kb/raptor-12r/repeat-1,yjit-off,false,puma-response-string-10kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-12r,12,raptor,12,,1691,1000,6.167,5.0,1000,1000,4.29,2.0,19,true,1691,0,274.182,40.996,42.406,43.753,4052.899,4055.253,35.223,35.223,8.4,20,20,92,same_worker,20,1219510
yjit-off/puma-response-io-10kb/raptor-12r/repeat-1,yjit-off,false,puma-response-io-10kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-12r,12,raptor,12,,1691,1000,6.193,5.0,1000,1000,4.282,2.0,19,true,1691,0,273.052,40.985,42.255,44.371,4040.117,4089.758,36.316,36.316,8.435,20,20,92,same_worker,20,1254985
yjit-off/puma-response-array-100kb/raptor-12r/repeat-1,yjit-off,false,puma-response-array-100kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-12r,12,raptor,12,,12268,1000,5.033,5.0,1000,1051,4.019,2.0,19,true,12268,0,2437.602,4.692,6.022,47.241,455.202,493.179,36.383,36.383,11.57,20,20,66,same_worker,144,8811447
yjit-off/puma-response-chunk-100kb/raptor-12r/repeat-1,yjit-off,false,puma-response-chunk-100kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-12r,12,raptor,12,,11768,1000,5.007,5.0,1000,4883,2.007,2.0,19,true,11768,0,2350.317,4.738,6.111,47.243,474.332,619.613,36.43,36.43,18.995,20,20,65,same_worker,139,8430673
yjit-off/puma-response-string-100kb/raptor-12r/repeat-1,yjit-off,false,puma-response-string-100kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-12r,12,raptor,12,,13473,1000,5.006,5.0,1000,5425,2.006,2.0,19,true,13473,0,2691.295,4.388,5.404,9.096,436.605,459.403,38.297,38.297,24.14,20,20,66,same_worker,160,9682172
yjit-off/puma-response-io-100kb/raptor-12r/repeat-1,yjit-off,false,puma-response-io-100kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-12r,12,raptor,12,,3182,1000,5.04,5.0,1000,1399,4.103,2.0,19,true,3182,0,631.404,5.507,41.96,49.145,2099.328,2338.992,48.313,48.313,25.925,20,20,74,same_worker,53,2940083
yjit-off/puma-response-array-256kb/raptor-12r/repeat-1,yjit-off,false,puma-response-array-256kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-12r,12,raptor,12,,4230,1000,5.009,5.0,1000,1122,3.88,2.0,19,true,4230,0,844.447,5.989,43.037,51.508,1377.244,1480.807,48.332,48.332,26.51,20,20,71,same_worker,53,3035887
