run_id,runtime,yjit,scenario,scenario_family,benchmark_source,benchmark_source_url,server,server_capacity,adapter,workers,threads,requests,target_requests,duration_s,min_duration_s,target_warmup_requests,warmup_requests,warmup_duration_s,warmup_min_duration_s,concurrency,keep_alive,completed,errors,achieved_rps,p50_ms,p95_ms,p99_ms,p999_ms,max_ms,rss_mb_peak,rss_mb_end,cpu_pct_avg,target_sample_count,sample_count,raw_sample_count,gc_delta_scope,gc_count_delta,total_allocated_objects_delta
yjit-off/puma-response-array-1kb/raptor-12r/repeat-1,yjit-off,false,puma-response-array-1kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-12r,12,raptor,12,,1681,1000,6.264,5.0,1000,1000,4.334,2.0,19,true,1681,0,268.358,41.775,43.362,45.255,4117.932,4121.002,34.074,34.074,14.975,20,20,87,same_worker,31,1206594
yjit-off/puma-response-chunk-1kb/raptor-12r/repeat-1,yjit-off,false,puma-response-chunk-1kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-12r,12,raptor,12,,1688,1000,6.182,5.0,1000,1000,4.326,2.0,19,true,1688,0,273.059,41.039,42.787,44.832,4071.066,4075.312,34.449,34.449,12.735,20,20,86,same_worker,26,1207257
yjit-off/puma-response-string-1kb/raptor-12r/repeat-1,yjit-off,false,puma-response-string-1kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-12r,12,raptor,12,,1691,1000,6.191,5.0,1000,1000,4.337,2.0,19,true,1691,0,273.129,41.122,42.885,46.159,4075.005,4076.087,34.656,34.656,12.075,20,20,86,same_worker,23,1220434
yjit-off/puma-response-io-1kb/raptor-12r/repeat-1,yjit-off,false,puma-response-io-1kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-12r,12,raptor,12,,1687,1000,6.187,5.0,1000,1000,4.322,2.0,19,true,1687,0,272.69,41.086,42.801,44.619,4070.439,4077.482,34.887,34.887,11.86,20,20,86,same_worker,23,1230957
yjit-off/puma-response-array-10kb/raptor-12r/repeat-1,yjit-off,false,puma-response-array-10kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-12r,12,raptor,12,,1691,1000,6.239,5.0,1000,1000,4.276,2.0,19,true,1691,0,271.058,41.019,42.729,44.873,4059.845,4101.626,34.898,34.898,11.635,20,20,87,same_worker,22,1214834
yjit-off/puma-response-chunk-10kb/raptor-12r/repeat-1,yjit-off,false,puma-response-chunk-10kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-12r,12,raptor,12,,1691,1000,6.194,5.0,1000,1000,4.315,2.0,19,true,1691,0,272.99,41.024,42.722,44.794,4066.78,4090.187,34.898,34.898,11.5,20,20,86,same_worker,21,1206174
yjit-off/puma-response-string-10kb/raptor-12r/repeat-1,yjit-off,false,puma-response-string-10kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-12r,12,raptor,12,,1688,1000,6.188,5.0,1000,1000,4.274,2.0,19,true,1688,0,272.784,41.084,42.71,44.406,4054.825,4056.962,34.969,34.969,11.345,20,20,86,same_worker,22,1217670
yjit-off/puma-response-io-10kb/raptor-12r/repeat-1,yjit-off,false,puma-response-io-10kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-12r,12,raptor,12,,1679,1000,6.261,5.0,1000,1000,4.379,2.0,19,true,1679,0,268.161,41.737,43.317,45.542,4126.696,4158.92,35.879,35.879,11.455,20,20,87,same_worker,23,1247222
yjit-off/puma-response-array-100kb/raptor-12r/repeat-1,yjit-off,false,puma-response-array-100kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-12r,12,raptor,12,,8870,1000,5.007,5.0,1000,3902,2.009,2.0,19,true,8870,0,1771.422,5.714,8.897,68.106,649.225,829.064,36.039,36.039,17.885,20,20,60,same_worker,119,6377443
yjit-off/puma-response-chunk-100kb/raptor-12r/repeat-1,yjit-off,false,puma-response-chunk-100kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-12r,12,raptor,12,,6426,1000,5.008,5.0,1000,3737,2.04,2.0,19,true,6426,0,1283.183,5.76,41.825,109.742,1262.191,2007.765,36.105,36.105,25.825,20,20,63,same_worker,87,4596827
yjit-off/puma-response-string-100kb/raptor-12r/repeat-1,yjit-off,false,puma-response-string-100kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-12r,12,raptor,12,,11170,1000,5.007,5.0,1000,4611,2.007,2.0,19,true,11170,0,2230.848,5.257,7.007,12.401,528.601,543.908,37.938,37.938,30.905,20,20,59,same_worker,147,8028140
yjit-off/puma-response-io-100kb/raptor-12r/repeat-1,yjit-off,false,puma-response-io-100kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-12r,12,raptor,12,,3467,1000,5.04,5.0,1000,1650,3.04,2.0,19,true,3467,0,687.856,6.305,42.316,50.427,2969.727,3037.441,48.703,48.703,34.13,20,20,67,same_worker,62,3202859
yjit-off/puma-response-array-256kb/raptor-12r/repeat-1,yjit-off,false,puma-response-array-256kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-12r,12,raptor,12,,5312,1000,5.053,5.0,1000,1483,4.144,2.0,19,true,5312,0,1051.243,7.986,42.622,160.523,1054.902,1213.495,48.707,48.707,37.035,20,20,61,same_worker,73,3823437
yjit-off/puma-response-chunk-256kb/raptor-12r/repeat-1,yjit-off,false,puma-response-chunk-256kb,puma-response-time-wrk,puma/benchmarks/local/response_time_wrk,https://github.com/puma/puma/blob/main/benchmarks/local/response_time_wrk.rb,raptor-12r,12,raptor,12,,1731,1000,5.663,5.0,1000,1507,4.118,2.0,19,true,1731,0,305.652,41.963,43.108,375.727,3695.621,3736.845,48.707,48.707,38.805,20,20,78,same_worker,24,1237590
